case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
211,4,1,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0118-v1.yml
212,4,2,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0118-v1.yml
213,4,3,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0118-v1.yml
214,4,4,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0118-v1.yml
215,4,5,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0118-v1.yml
216,4,6,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0118-v1.yml
217,4,7,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0118-v1.yml
218,4,8,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0074-v1.yml
219,4,9,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0074-v1.yml
220,4,10,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0074-v1.yml
221,4,11,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0074-v1.yml
