case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
148,2,1,ADV-0186,The Stygian Gambit,Keys from the Golden Vault,Wizards of the Coast,14,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0186-v1.yml
149,2,2,ADV-0186,The Stygian Gambit,Keys from the Golden Vault,Wizards of the Coast,14,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0186-v1.yml
150,2,3,ADV-0186,The Stygian Gambit,Keys from the Golden Vault,Wizards of the Coast,14,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0186-v1.yml
151,2,4,ADV-0186,The Stygian Gambit,Keys from the Golden Vault,Wizards of the Coast,14,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0186-v1.yml
152,2,5,ADV-0186,The Stygian Gambit,Keys from the Golden Vault,Wizards of the Coast,14,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0186-v1.yml
153,2,6,ADV-0186,The Stygian Gambit,Keys from the Golden Vault,Wizards of the Coast,14,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0186-v1.yml
154,2,7,ADV-0186,The Stygian Gambit,Keys from the Golden Vault,Wizards of the Coast,14,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0186-v1.yml
155,2,8,ADV-0140,The Summerlight Ceremony,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0140-v1.yml
156,2,9,ADV-0140,The Summerlight Ceremony,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0140-v1.yml
157,2,10,ADV-0140,The Summerlight Ceremony,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0140-v1.yml
158,2,11,ADV-0140,The Summerlight Ceremony,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0140-v1.yml
159,2,12,ADV-0140,The Summerlight Ceremony,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0140-v1.yml
160,2,13,ADV-0140,The Summerlight Ceremony,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0140-v1.yml
161,2,14,ADV-0140,The Summerlight Ceremony,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0140-v1.yml
162,2,15,ADV-0087,The War of Pandesmos,Vecna: Eve of Ruin,Wizards of the Coast,16,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0087-v1.yml
163,2,16,ADV-0087,The War of Pandesmos,Vecna: Eve of Ruin,Wizards of the Coast,16,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0087-v1.yml
164,2,17,ADV-0087,The War of Pandesmos,Vecna: Eve of Ruin,Wizards of the Coast,16,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0087-v1.yml
165,2,18,ADV-0087,The War of Pandesmos,Vecna: Eve of Ruin,Wizards of the Coast,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0087-v1.yml
166,2,19,ADV-0087,The War of Pandesmos,Vecna: Eve of Ruin,Wizards of the Coast,16,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0087-v1.yml
167,2,20,ADV-0087,The War of Pandesmos,Vecna: Eve of Ruin,Wizards of the Coast,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0087-v1.yml
168,2,21,ADV-0087,The War of Pandesmos,Vecna: Eve of Ruin,Wizards of the Coast,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0087-v1.yml
169,2,22,ADV-0141,The Vault of Velsharoon,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0141-v1.yml
170,2,23,ADV-0141,The Vault of Velsharoon,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0141-v1.yml
171,2,24,ADV-0141,The Vault of Velsharoon,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0141-v1.yml
172,2,25,ADV-0141,The Vault of Velsharoon,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0141-v1.yml
173,2,26,ADV-0141,The Vault of Velsharoon,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0141-v1.yml
174,2,27,ADV-0141,The Vault of Velsharoon,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0141-v1.yml
