case_index,pack_index,pack_case_index,adventure_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,model_alias,runtime_key,manifest_path
1,1,1,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-019/production-backlog-019-qwen27-nos-adv0429-v1.yml
2,1,2,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-019/production-backlog-019-gptoss-ee-adv0429-v1.yml
3,1,3,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-019/production-backlog-019-gemma-gmpb-adv0429-v1.yml
4,1,4,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-combat-adv0429-v1.yml
5,1,5,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-social-adv0429-v1.yml
6,1,6,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-investigation-adv0429-v1.yml
7,1,7,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,Structural Openness,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-structural-openness-adv0429-v1.yml
8,1,8,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-darkness-adv0429-v1.yml
9,1,9,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-player-beginner-adv0429-v1.yml
10,1,10,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-gmbs-adv0429-v1.yml
11,1,11,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-019/production-backlog-019-qwen-seriousness-adv0429-v1.yml
12,1,12,1,ADV-0429,Prisoners of the Drow,Out of the Abyss,Wizards of the Coast,13,Levels,levels-v2.1,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-levels-adv0429-v1.yml
13,1,13,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-019/production-backlog-019-qwen27-nos-adv0430-v1.yml
14,1,14,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-019/production-backlog-019-gptoss-ee-adv0430-v1.yml
15,1,15,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-019/production-backlog-019-gemma-gmpb-adv0430-v1.yml
16,1,16,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-combat-adv0430-v1.yml
17,1,17,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-social-adv0430-v1.yml
18,1,18,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-investigation-adv0430-v1.yml
19,1,19,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,Structural Openness,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-structural-openness-adv0430-v1.yml
20,1,20,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-darkness-adv0430-v1.yml
21,1,21,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-player-beginner-adv0430-v1.yml
22,1,22,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-gmbs-adv0430-v1.yml
23,1,23,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-019/production-backlog-019-qwen-seriousness-adv0430-v1.yml
24,1,24,2,ADV-0430,The Silken Paths,Out of the Abyss,Wizards of the Coast,2,Levels,levels-v2.1,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-levels-adv0430-v1.yml
25,1,25,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-019/production-backlog-019-qwen27-nos-adv0431-v1.yml
26,1,26,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-019/production-backlog-019-gptoss-ee-adv0431-v1.yml
27,1,27,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-019/production-backlog-019-gemma-gmpb-adv0431-v1.yml
28,1,28,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-combat-adv0431-v1.yml
29,1,29,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-social-adv0431-v1.yml
30,1,30,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-investigation-adv0431-v1.yml
31,1,31,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,Structural Openness,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-structural-openness-adv0431-v1.yml
32,1,32,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-darkness-adv0431-v1.yml
33,1,33,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-player-beginner-adv0431-v1.yml
34,1,34,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-gmbs-adv0431-v1.yml
35,1,35,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-019/production-backlog-019-qwen-seriousness-adv0431-v1.yml
36,1,36,3,ADV-0431,Hook Horror Hunt,Out of the Abyss,Wizards of the Coast,3,Levels,levels-v2.1,qwen,base,experiments/production-backlog-019/production-backlog-019-qwen-levels-adv0431-v1.yml
37,1,37,4,ADV-0432,The Oozing Temple,Out of the Abyss,Wizards of the Coast,4,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-019/production-backlog-019-qwen27-nos-adv0432-v1.yml
38,1,38,4,ADV-0432,The Oozing Temple,Out of the Abyss,Wizards of the Coast,4,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-019/production-backlog-019-gptoss-ee-adv0432-v1.yml
