case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
71,2,1,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0096-v1.yml
72,2,2,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0096-v1.yml
73,2,3,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0096-v1.yml
74,2,4,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0096-v1.yml
75,2,5,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0096-v1.yml
76,2,6,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0096-v1.yml
77,2,7,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0096-v1.yml
78,2,8,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0050-v1.yml
79,2,9,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0050-v1.yml
80,2,10,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0050-v1.yml
81,2,11,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0050-v1.yml
82,2,12,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0050-v1.yml
83,2,13,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0050-v1.yml
84,2,14,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0050-v1.yml
85,2,15,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0341-v1.yml
86,2,16,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0341-v1.yml
87,2,17,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0341-v1.yml
88,2,18,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0341-v1.yml
89,2,19,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0341-v1.yml
90,2,20,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0341-v1.yml
91,2,21,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0341-v1.yml
92,2,22,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0011-v1.yml
93,2,23,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0011-v1.yml
94,2,24,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0011-v1.yml
95,2,25,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0011-v1.yml
96,2,26,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0011-v1.yml
97,2,27,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0011-v1.yml
98,2,28,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0011-v1.yml
99,2,29,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0206-v1.yml
100,2,30,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0206-v1.yml
101,2,31,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0206-v1.yml
102,2,32,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0206-v1.yml
103,2,33,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0206-v1.yml
