case_index,pack_index,pack_case_index,adventure_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,model_alias,runtime_key,manifest_path
1,1,1,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-027/production-backlog-027-qwen27-nos-adv0647-v1.yml
2,1,2,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-027/production-backlog-027-gptoss-ee-adv0647-v1.yml
3,1,3,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-027/production-backlog-027-gemma-gmpb-adv0647-v1.yml
4,1,4,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-combat-adv0647-v1.yml
5,1,5,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-social-adv0647-v1.yml
6,1,6,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-investigation-adv0647-v1.yml
7,1,7,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,Structural Openness,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-structural-openness-adv0647-v1.yml
8,1,8,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-darkness-adv0647-v1.yml
9,1,9,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-player-beginner-adv0647-v1.yml
10,1,10,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-gmbs-adv0647-v1.yml
11,1,11,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-027/production-backlog-027-qwen-seriousness-adv0647-v1.yml
12,1,12,1,ADV-0647,Harrowhall,The Book of Many Things,Wizards of the Coast,9,Levels,levels-v2.1,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-levels-adv0647-v1.yml
13,1,13,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-027/production-backlog-027-qwen27-nos-adv0648-v1.yml
14,1,14,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-027/production-backlog-027-gptoss-ee-adv0648-v1.yml
15,1,15,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-027/production-backlog-027-gemma-gmpb-adv0648-v1.yml
16,1,16,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-combat-adv0648-v1.yml
17,1,17,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-social-adv0648-v1.yml
18,1,18,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-investigation-adv0648-v1.yml
19,1,19,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,Structural Openness,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-structural-openness-adv0648-v1.yml
20,1,20,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-darkness-adv0648-v1.yml
21,1,21,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-player-beginner-adv0648-v1.yml
22,1,22,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-gmbs-adv0648-v1.yml
23,1,23,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-027/production-backlog-027-qwen-seriousness-adv0648-v1.yml
24,1,24,2,ADV-0648,Gardmore Abbey,The Book of Many Things,Wizards of the Coast,9,Levels,levels-v2.1,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-levels-adv0648-v1.yml
25,1,25,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-027/production-backlog-027-qwen27-nos-adv0649-v1.yml
26,1,26,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-027/production-backlog-027-gptoss-ee-adv0649-v1.yml
27,1,27,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-027/production-backlog-027-gemma-gmpb-adv0649-v1.yml
28,1,28,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-combat-adv0649-v1.yml
29,1,29,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-social-adv0649-v1.yml
30,1,30,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-investigation-adv0649-v1.yml
31,1,31,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,Structural Openness,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-structural-openness-adv0649-v1.yml
32,1,32,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-darkness-adv0649-v1.yml
33,1,33,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-player-beginner-adv0649-v1.yml
34,1,34,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-gmbs-adv0649-v1.yml
35,1,35,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-027/production-backlog-027-qwen-seriousness-adv0649-v1.yml
36,1,36,3,ADV-0649,The Donjon Sphere,The Book of Many Things,Wizards of the Coast,12,Levels,levels-v2.1,qwen,base,experiments/production-backlog-027/production-backlog-027-qwen-levels-adv0649-v1.yml
