case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
201,5,1,ADV-0041,The Lost Book of Mektar,Labyrinth Adventures,Kobold Press,18,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0041-v1.yml
202,5,2,ADV-0252,Campus Daredevils,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,9,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0252-v1.yml
203,5,3,ADV-0264,Redbrands' Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0264-v1.yml
204,5,4,ADV-0160,Calim Crossing,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,2,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0160-v1.yml
205,5,5,ADV-0254,Hunt for Mage Tower,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,27,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0254-v1.yml
206,5,6,ADV-0174,The Fiend of Hollow Mine,Journeys Through the Radiant Citadel,Wizards of the Coast,15,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0174-v1.yml
207,5,7,ADV-0036,When a Star Falls,Quests from the Infinite Staircase,Wizards of the Coast,30,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0036-v1.yml
208,5,8,ADV-0117,The Forbidden Vale,Dragon Delves,Wizards of the Coast,19,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0117-v1.yml
209,5,9,ADV-0301,Maestro's Fall,Waterdeep: Dragon Heist,Wizards of the Coast,16,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0301-v1.yml
210,5,10,ADV-0239,The Lord's Arrival,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,9,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0239-v1.yml
211,5,11,ADV-0302,Winter Wizardry,Waterdeep: Dragon Heist,Wizards of the Coast,16,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0302-v1.yml
212,5,12,ADV-0048,Threading Rava's Needle,Labyrinth Adventures,Kobold Press,18,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0048-v1.yml
213,5,13,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0011-v1.yml
214,5,14,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0050-v1.yml
215,5,15,ADV-0004,There Let Them Lie Until the End,Trials of Saruman,Free League Publishing,22,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0004-v1.yml
216,5,16,ADV-0012,The Quest of Amon Guruthos,Tales From Eriador,Free League Publishing,22,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0012-v1.yml
217,5,17,ADV-0038,Pharaoh,Quests from the Infinite Staircase,Wizards of the Coast,26,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0038-v1.yml
218,5,18,ADV-0155,The Temple of Transmutation,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,2,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0155-v1.yml
219,5,19,ADV-0006,The Ithil-stone,Trials of Saruman,Free League Publishing,27,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0006-v1.yml
220,5,20,ADV-0315,Forge of the Fire Giants,Storm King's Thunder,Wizards of the Coast,20,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0315-v1.yml
221,5,21,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0096-v1.yml
222,5,22,ADV-0120,A Copper for a Song,Dragon Delves,Wizards of the Coast,14,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0120-v1.yml
223,5,23,ADV-0328,Lost Level,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,14,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0328-v1.yml
224,5,24,ADV-0329,Maddgoth's Castle,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,14,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0329-v1.yml
225,5,25,ADV-0261,Fortress Badlands,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,7,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0261-v1.yml
226,5,26,ADV-0039,The Lost Caverns of Tsojcanth,Quests from the Infinite Staircase,Wizards of the Coast,28,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0039-v1.yml
227,5,27,ADV-0321,Doom of the Desert,Storm King's Thunder,Wizards of the Coast,6,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0321-v1.yml
228,5,28,ADV-0182,The Nightsea's Succor,Journeys Through the Radiant Citadel,Wizards of the Coast,15,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0182-v1.yml
229,5,29,ADV-0183,Buried Dynasty,Journeys Through the Radiant Citadel,Wizards of the Coast,14,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0183-v1.yml
230,5,30,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0341-v1.yml
231,5,31,ADV-0343,Terminus Level,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0343-v1.yml
232,5,32,ADV-0344,Shadowdusk Hold,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0344-v1.yml
233,5,33,ADV-0294,Encounter 7: Old Tower,Waterdeep: Dragon Heist,Wizards of the Coast,5,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0294-v1.yml
234,5,34,ADV-0307,Bryn Shander,Storm King's Thunder,Wizards of the Coast,7,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0307-v1.yml
235,5,35,ADV-0290,Encounter 1: Alley,Waterdeep: Dragon Heist,Wizards of the Coast,5,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0290-v1.yml
236,5,36,ADV-0116,The Dragon of Najkir,Dragon Delves,Wizards of the Coast,16,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0116-v1.yml
237,5,37,ADV-0209,A Beautiful Mine,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0209-v1.yml
238,5,38,ADV-0202,Black Swords,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,8,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0202-v1.yml
239,5,39,ADV-0045,Missing Darkness,Labyrinth Adventures,Kobold Press,19,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0045-v1.yml
240,5,40,ADV-0211,Black Cabin,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0211-v1.yml
241,5,41,ADV-0220,Skytower Shelter,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0220-v1.yml
242,5,42,ADV-0218,Lost Spire of Netheril,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,8,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0218-v1.yml
243,5,43,ADV-0214,Dark Duchess,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0214-v1.yml
244,5,44,ADV-0215,Id Ascendant,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0215-v1.yml
245,5,45,ADV-0217,Karkolohk,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0217-v1.yml
246,5,46,ADV-0219,Revel's End,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,8,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0219-v1.yml
247,5,47,ADV-0047,A Clockwork Mind,Labyrinth Adventures,Kobold Press,19,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0047-v1.yml
248,5,48,ADV-0297,Encounter 10: Converted Windmill,Waterdeep: Dragon Heist,Wizards of the Coast,5,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0297-v1.yml
249,5,49,ADV-0298,Vault of Dragons,Waterdeep: Dragon Heist,Wizards of the Coast,9,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0298-v1.yml
250,5,50,ADV-0309,Triboar,Storm King's Thunder,Wizards of the Coast,10,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0309-v1.yml
