case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
1,1,1,ADV-0200,Lake Monster,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0200-v1.yml
2,1,2,ADV-0288,A Friend in Need,Waterdeep: Dragon Heist,Wizards of the Coast,10,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0288-v1.yml
3,1,3,ADV-0032,Dead in Thay,Tales from the Yawning Portal,Wizards of the Coast,56,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0032-v1.yml
4,1,4,ADV-0065,Heart of Darkness,Battle for the Realm Trilogy,Midnight Tower,48,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0065-v1.yml
5,1,5,ADV-0076,Werewolf Den,Curse of Strahd,Wizards of the Coast,5,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0076-v1.yml
6,1,6,ADV-0072,Van Richten's Tower,Curse of Strahd,Wizards of the Coast,6,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0072-v1.yml
7,1,7,ADV-0071,Argynvostholt,Curse of Strahd,Wizards of the Coast,17,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0071-v1.yml
8,1,8,ADV-0069,Castle Ravenloft,Curse of Strahd,Wizards of the Coast,40,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0069-v1.yml
9,1,9,ADV-0070,Old Bonegrinder,Curse of Strahd,Wizards of the Coast,4,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0070-v1.yml
10,1,10,ADV-0075,Yester Hill,Curse of Strahd,Wizards of the Coast,4,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0075-v1.yml
11,1,11,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0074-v1.yml
12,1,12,ADV-0077,Death House,Curse of Strahd,Wizards of the Coast,10,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0077-v1.yml
13,1,13,ADV-0073,Wizard of Wines,Curse of Strahd,Wizards of the Coast,8,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0073-v1.yml
14,1,14,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0118-v1.yml
15,1,15,ADV-0114,The Will of Orcus,Dragon Delves,Wizards of the Coast,12,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0114-v1.yml
16,1,16,ADV-0115,For Whom the Void Calls,Dragon Delves,Wizards of the Coast,13,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0115-v1.yml
17,1,17,ADV-0112,Death at Sunset,Dragon Delves,Wizards of the Coast,12,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0112-v1.yml
18,1,18,ADV-0121,Dragons of the Sandstone City,Dragon Delves,Wizards of the Coast,12,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0121-v1.yml
19,1,19,ADV-0113,Baker's Doesn't,Dragon Delves,Wizards of the Coast,14,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0113-v1.yml
20,1,20,ADV-0119,Shivering Death,Dragon Delves,Wizards of the Coast,13,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0119-v1.yml
21,1,21,ADV-0244,Camp Carrionclay,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,2,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0244-v1.yml
22,1,22,ADV-0240,Blue Phoenix Shrine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0240-v1.yml
23,1,23,ADV-0242,Wakenreth,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0242-v1.yml
24,1,24,ADV-0243,Bluemaw Cave,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0243-v1.yml
25,1,25,ADV-0246,Temple of Paladine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0246-v1.yml
26,1,26,ADV-0238,Wheelwatch Outpost,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,5,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0238-v1.yml
27,1,27,ADV-0249,The Flying Citadel,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,14,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0249-v1.yml
28,1,28,ADV-0236,When Home Burns,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,25,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0236-v1.yml
29,1,29,ADV-0248,Siege of Kalaman,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,27,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0248-v1.yml
30,1,30,ADV-0237,The First Mission,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,3,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0237-v1.yml
31,1,31,ADV-0241,Sunward Fortress,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,5,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0241-v1.yml
32,1,32,ADV-0247,Threshold of the Heavens,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,7,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0247-v1.yml
33,1,33,ADV-0128,Disinterred Danger,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0128-v1.yml
34,1,34,ADV-0129,The Drowning Forest,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0129-v1.yml
35,1,35,ADV-0130,The Lost Dawn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0130-v1.yml
36,1,36,ADV-0127,The Tenebrous Stone,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0127-v1.yml
37,1,37,ADV-0131,Wolves of Amphail,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0131-v1.yml
38,1,38,ADV-0133,Safe House Standoff,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0133-v1.yml
39,1,39,ADV-0134,Tears Fall,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0134-v1.yml
40,1,40,ADV-0136,Well of Lies,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0136-v1.yml
41,1,41,ADV-0137,The Raid on Noanar's Hold,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0137-v1.yml
42,1,42,ADV-0143,Echoes of the Shaking Plague,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0143-v1.yml
43,1,43,ADV-0144,The Ashen Faithful,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,GM Beginner Suitability,gmbs-clean-blind-v0.3,experiments/production-backlog-010/production-backlog-010-qwen-gmbs-adv0144-v1.yml
