case_index,pack_index,pack_case_index,adventure_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,model_alias,runtime_key,manifest_path
1,1,1,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-022/production-backlog-022-qwen27-nos-adv0536-v1.yml
2,1,2,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-022/production-backlog-022-gptoss-ee-adv0536-v1.yml
3,1,3,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-022/production-backlog-022-gemma-gmpb-adv0536-v1.yml
4,1,4,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-combat-adv0536-v1.yml
5,1,5,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-social-adv0536-v1.yml
6,1,6,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-investigation-adv0536-v1.yml
7,1,7,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,Structural Openness,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-structural-openness-adv0536-v1.yml
8,1,8,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-darkness-adv0536-v1.yml
9,1,9,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-player-beginner-adv0536-v1.yml
10,1,10,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-gmbs-adv0536-v1.yml
11,1,11,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-022/production-backlog-022-qwen-seriousness-adv0536-v1.yml
12,1,12,1,ADV-0536,A Chill in the Air,Courts of the Shadow Fey,Kobold Press,33,Levels,levels-v2.1,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-levels-adv0536-v1.yml
13,1,13,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-022/production-backlog-022-qwen27-nos-adv0537-v1.yml
14,1,14,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-022/production-backlog-022-gptoss-ee-adv0537-v1.yml
15,1,15,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-022/production-backlog-022-gemma-gmpb-adv0537-v1.yml
16,1,16,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-combat-adv0537-v1.yml
17,1,17,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-social-adv0537-v1.yml
18,1,18,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-investigation-adv0537-v1.yml
19,1,19,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,Structural Openness,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-structural-openness-adv0537-v1.yml
20,1,20,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-darkness-adv0537-v1.yml
21,1,21,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-player-beginner-adv0537-v1.yml
22,1,22,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-gmbs-adv0537-v1.yml
23,1,23,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-022/production-backlog-022-qwen-seriousness-adv0537-v1.yml
24,1,24,2,ADV-0537,The Invisible Courts,Courts of the Shadow Fey,Kobold Press,40,Levels,levels-v2.1,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-levels-adv0537-v1.yml
25,1,25,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-022/production-backlog-022-qwen27-nos-adv0538-v1.yml
26,1,26,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-022/production-backlog-022-gptoss-ee-adv0538-v1.yml
27,1,27,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-022/production-backlog-022-gemma-gmpb-adv0538-v1.yml
28,1,28,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-combat-adv0538-v1.yml
29,1,29,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-social-adv0538-v1.yml
30,1,30,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-investigation-adv0538-v1.yml
31,1,31,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,Structural Openness,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-structural-openness-adv0538-v1.yml
32,1,32,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-darkness-adv0538-v1.yml
33,1,33,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-player-beginner-adv0538-v1.yml
34,1,34,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-022/production-backlog-022-qwen-gmbs-adv0538-v1.yml
35,1,35,3,ADV-0538,The Honored Guests,Courts of the Shadow Fey,Kobold Press,46,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-022/production-backlog-022-qwen-seriousness-adv0538-v1.yml
