case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
71,2,1,ADV-0114,The Will of Orcus,Dragon Delves,Wizards of the Coast,12,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0114-v1.yml
72,2,2,ADV-0114,The Will of Orcus,Dragon Delves,Wizards of the Coast,12,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0114-v1.yml
73,2,3,ADV-0114,The Will of Orcus,Dragon Delves,Wizards of the Coast,12,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0114-v1.yml
74,2,4,ADV-0114,The Will of Orcus,Dragon Delves,Wizards of the Coast,12,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0114-v1.yml
75,2,5,ADV-0114,The Will of Orcus,Dragon Delves,Wizards of the Coast,12,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0114-v1.yml
76,2,6,ADV-0114,The Will of Orcus,Dragon Delves,Wizards of the Coast,12,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0114-v1.yml
77,2,7,ADV-0114,The Will of Orcus,Dragon Delves,Wizards of the Coast,12,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0114-v1.yml
78,2,8,ADV-0286,Palace of Heart's Desire,The Wild Beyond the Witchlight,Wizards of the Coast,37,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0286-v1.yml
79,2,9,ADV-0286,Palace of Heart's Desire,The Wild Beyond the Witchlight,Wizards of the Coast,37,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0286-v1.yml
80,2,10,ADV-0286,Palace of Heart's Desire,The Wild Beyond the Witchlight,Wizards of the Coast,37,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0286-v1.yml
81,2,11,ADV-0286,Palace of Heart's Desire,The Wild Beyond the Witchlight,Wizards of the Coast,37,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0286-v1.yml
82,2,12,ADV-0286,Palace of Heart's Desire,The Wild Beyond the Witchlight,Wizards of the Coast,37,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0286-v1.yml
83,2,13,ADV-0286,Palace of Heart's Desire,The Wild Beyond the Witchlight,Wizards of the Coast,37,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0286-v1.yml
84,2,14,ADV-0286,Palace of Heart's Desire,The Wild Beyond the Witchlight,Wizards of the Coast,37,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0286-v1.yml
85,2,15,ADV-0283,Fey Beacons,The Wild Beyond the Witchlight,Wizards of the Coast,2,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0283-v1.yml
86,2,16,ADV-0283,Fey Beacons,The Wild Beyond the Witchlight,Wizards of the Coast,2,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0283-v1.yml
87,2,17,ADV-0283,Fey Beacons,The Wild Beyond the Witchlight,Wizards of the Coast,2,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0283-v1.yml
88,2,18,ADV-0283,Fey Beacons,The Wild Beyond the Witchlight,Wizards of the Coast,2,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0283-v1.yml
89,2,19,ADV-0283,Fey Beacons,The Wild Beyond the Witchlight,Wizards of the Coast,2,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0283-v1.yml
90,2,20,ADV-0283,Fey Beacons,The Wild Beyond the Witchlight,Wizards of the Coast,2,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0283-v1.yml
91,2,21,ADV-0283,Fey Beacons,The Wild Beyond the Witchlight,Wizards of the Coast,2,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0283-v1.yml
92,2,22,ADV-0240,Blue Phoenix Shrine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0240-v1.yml
93,2,23,ADV-0240,Blue Phoenix Shrine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0240-v1.yml
94,2,24,ADV-0240,Blue Phoenix Shrine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0240-v1.yml
95,2,25,ADV-0240,Blue Phoenix Shrine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0240-v1.yml
96,2,26,ADV-0240,Blue Phoenix Shrine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0240-v1.yml
97,2,27,ADV-0240,Blue Phoenix Shrine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0240-v1.yml
98,2,28,ADV-0240,Blue Phoenix Shrine,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0240-v1.yml
99,2,29,ADV-0314,Berg of the Frost Giants,Storm King's Thunder,Wizards of the Coast,12,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0314-v1.yml
100,2,30,ADV-0314,Berg of the Frost Giants,Storm King's Thunder,Wizards of the Coast,12,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0314-v1.yml
101,2,31,ADV-0314,Berg of the Frost Giants,Storm King's Thunder,Wizards of the Coast,12,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0314-v1.yml
102,2,32,ADV-0314,Berg of the Frost Giants,Storm King's Thunder,Wizards of the Coast,12,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0314-v1.yml
103,2,33,ADV-0314,Berg of the Frost Giants,Storm King's Thunder,Wizards of the Coast,12,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0314-v1.yml
104,2,34,ADV-0314,Berg of the Frost Giants,Storm King's Thunder,Wizards of the Coast,12,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0314-v1.yml
105,2,35,ADV-0314,Berg of the Frost Giants,Storm King's Thunder,Wizards of the Coast,12,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0314-v1.yml
106,2,36,ADV-0054,Deeper into the Woods,Hunter's Full Moon Trilogy,Midnight Tower,38,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0054-v1.yml
