case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
1,1,1,ADV-0244,Camp Carrionclay,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,2,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0244-v1.yml
2,1,2,ADV-0244,Camp Carrionclay,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,2,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0244-v1.yml
3,1,3,ADV-0244,Camp Carrionclay,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,2,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0244-v1.yml
4,1,4,ADV-0244,Camp Carrionclay,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,2,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0244-v1.yml
5,1,5,ADV-0244,Camp Carrionclay,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,2,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0244-v1.yml
6,1,6,ADV-0244,Camp Carrionclay,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,2,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0244-v1.yml
7,1,7,ADV-0244,Camp Carrionclay,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,2,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0244-v1.yml
8,1,8,ADV-0210,Angajuk's Bell,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,3,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0210-v1.yml
9,1,9,ADV-0210,Angajuk's Bell,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,3,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0210-v1.yml
10,1,10,ADV-0210,Angajuk's Bell,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,3,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0210-v1.yml
11,1,11,ADV-0210,Angajuk's Bell,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,3,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0210-v1.yml
12,1,12,ADV-0210,Angajuk's Bell,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,3,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0210-v1.yml
13,1,13,ADV-0210,Angajuk's Bell,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,3,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0210-v1.yml
14,1,14,ADV-0210,Angajuk's Bell,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,3,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0210-v1.yml
15,1,15,ADV-0177,Gold for Fools and Princes,Journeys Through the Radiant Citadel,Wizards of the Coast,11,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0177-v1.yml
16,1,16,ADV-0177,Gold for Fools and Princes,Journeys Through the Radiant Citadel,Wizards of the Coast,11,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0177-v1.yml
17,1,17,ADV-0177,Gold for Fools and Princes,Journeys Through the Radiant Citadel,Wizards of the Coast,11,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0177-v1.yml
18,1,18,ADV-0177,Gold for Fools and Princes,Journeys Through the Radiant Citadel,Wizards of the Coast,11,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0177-v1.yml
19,1,19,ADV-0177,Gold for Fools and Princes,Journeys Through the Radiant Citadel,Wizards of the Coast,11,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0177-v1.yml
