case_index,pack_index,pack_case_index,adventure_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,model_alias,runtime_key,manifest_path
1,1,1,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-020/production-backlog-020-qwen27-nos-adv0466-v1.yml
2,1,2,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-020/production-backlog-020-gptoss-ee-adv0466-v1.yml
3,1,3,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-020/production-backlog-020-gemma-gmpb-adv0466-v1.yml
4,1,4,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-combat-adv0466-v1.yml
5,1,5,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-social-adv0466-v1.yml
6,1,6,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-investigation-adv0466-v1.yml
7,1,7,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,Structural Openness,production-base,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-structural-openness-adv0466-v1.yml
8,1,8,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-darkness-adv0466-v1.yml
9,1,9,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-player-beginner-adv0466-v1.yml
10,1,10,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-gmbs-adv0466-v1.yml
11,1,11,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-020/production-backlog-020-qwen-seriousness-adv0466-v1.yml
12,1,12,1,ADV-0466,Hoard of the Dragon Queen,Tyranny of Dragons,Wizards of the Coast,81,Levels,levels-v2.1,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-levels-adv0466-v1.yml
13,1,13,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-020/production-backlog-020-qwen27-nos-adv0467-v1.yml
14,1,14,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-020/production-backlog-020-gptoss-ee-adv0467-v1.yml
15,1,15,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-020/production-backlog-020-gemma-gmpb-adv0467-v1.yml
16,1,16,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-combat-adv0467-v1.yml
17,1,17,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-social-adv0467-v1.yml
18,1,18,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-investigation-adv0467-v1.yml
19,1,19,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,Structural Openness,production-base,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-structural-openness-adv0467-v1.yml
20,1,20,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-darkness-adv0467-v1.yml
21,1,21,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-player-beginner-adv0467-v1.yml
22,1,22,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-gmbs-adv0467-v1.yml
23,1,23,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-020/production-backlog-020-qwen-seriousness-adv0467-v1.yml
24,1,24,2,ADV-0467,The Rise of Tiamat,Tyranny of Dragons,Wizards of the Coast,72,Levels,levels-v2.1,qwen,base,experiments/production-backlog-020/production-backlog-020-qwen-levels-adv0467-v1.yml
25,1,25,3,ADV-0468,Greenest in Flames,Tyranny of Dragons,Wizards of the Coast,7,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-020/production-backlog-020-qwen27-nos-adv0468-v1.yml
26,1,26,3,ADV-0468,Greenest in Flames,Tyranny of Dragons,Wizards of the Coast,7,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-020/production-backlog-020-gptoss-ee-adv0468-v1.yml
27,1,27,3,ADV-0468,Greenest in Flames,Tyranny of Dragons,Wizards of the Coast,7,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-020/production-backlog-020-gemma-gmpb-adv0468-v1.yml
