case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
251,6,1,ADV-0226,Caves of Hunger,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0226-v1.yml
252,6,2,ADV-0188,Prisoner 13,Keys from the Golden Vault,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0188-v1.yml
253,6,3,ADV-0190,Masterpiece Imbroglio,Keys from the Golden Vault,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0190-v1.yml
254,6,4,ADV-0191,Axe from the Grave,Keys from the Golden Vault,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0191-v1.yml
255,6,5,ADV-0193,Shard of the Accursed,Keys from the Golden Vault,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0193-v1.yml
256,6,6,ADV-0043,Song of the Void,Labyrinth Adventures,Kobold Press,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0043-v1.yml
257,6,7,ADV-0049,In the Court of the Clockwork Queen,Labyrinth Adventures,Kobold Press,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0049-v1.yml
258,6,8,ADV-0310,Eye of the All-Father,Storm King's Thunder,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0310-v1.yml
259,6,9,ADV-0087,The War of Pandesmos,Vecna: Eve of Ruin,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0087-v1.yml
260,6,10,ADV-0081,The Lambent Zenith's Last Voyage,Vecna: Eve of Ruin,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0081-v1.yml
261,6,11,ADV-0300,Hell of a Summer,Waterdeep: Dragon Heist,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0300-v1.yml
262,6,12,ADV-0301,Maestro's Fall,Waterdeep: Dragon Heist,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0301-v1.yml
263,6,13,ADV-0302,Winter Wizardry,Waterdeep: Dragon Heist,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0302-v1.yml
264,6,14,ADV-0324,Arcane Chambers,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0324-v1.yml
265,6,15,ADV-0325,Sargauth Level,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,16,# of Sessions,nos-clean-blind-v1,experiments/production-backlog-008/production-backlog-008-qwen27-nos-adv0325-v1.yml
