case_index,pack_index,pack_case_index,adventure_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,model_alias,runtime_key,manifest_path
1,1,1,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-023/production-backlog-023-qwen27-nos-adv0550-v1.yml
2,1,2,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-023/production-backlog-023-gptoss-ee-adv0550-v1.yml
3,1,3,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-023/production-backlog-023-gemma-gmpb-adv0550-v1.yml
4,1,4,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-023/production-backlog-023-qwen-combat-adv0550-v1.yml
5,1,5,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-023/production-backlog-023-qwen-social-adv0550-v1.yml
6,1,6,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-023/production-backlog-023-qwen-investigation-adv0550-v1.yml
7,1,7,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,Structural Openness,production-base,qwen,base,experiments/production-backlog-023/production-backlog-023-qwen-structural-openness-adv0550-v1.yml
8,1,8,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-023/production-backlog-023-qwen-darkness-adv0550-v1.yml
9,1,9,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-023/production-backlog-023-qwen-player-beginner-adv0550-v1.yml
10,1,10,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-023/production-backlog-023-qwen-gmbs-adv0550-v1.yml
11,1,11,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-023/production-backlog-023-qwen-seriousness-adv0550-v1.yml
12,1,12,1,ADV-0550,Fury of the Forsaken,T&B Fury of the Forsaken,Lazy Wolf Studios,66,Levels,levels-v2.1,qwen,base,experiments/production-backlog-023/production-backlog-023-qwen-levels-adv0550-v1.yml
13,1,13,2,ADV-0551,Part 1: Twisted Travels,T&B Fury of the Forsaken,Lazy Wolf Studios,11,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-023/production-backlog-023-qwen27-nos-adv0551-v1.yml
