case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
141,3,1,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0008-v1.yml
142,3,2,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0008-v1.yml
143,3,3,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0008-v1.yml
144,3,4,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0008-v1.yml
145,3,5,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0008-v1.yml
146,3,6,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0008-v1.yml
147,3,7,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0008-v1.yml
148,3,8,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0339-v1.yml
149,3,9,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0339-v1.yml
150,3,10,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0339-v1.yml
151,3,11,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0339-v1.yml
152,3,12,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0339-v1.yml
153,3,13,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0339-v1.yml
154,3,14,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0339-v1.yml
155,3,15,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0005-v1.yml
156,3,16,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0005-v1.yml
157,3,17,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0005-v1.yml
158,3,18,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0005-v1.yml
159,3,19,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0005-v1.yml
160,3,20,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0005-v1.yml
161,3,21,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0005-v1.yml
162,3,22,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0306-v1.yml
163,3,23,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0306-v1.yml
164,3,24,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0306-v1.yml
165,3,25,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0306-v1.yml
166,3,26,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0306-v1.yml
167,3,27,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0306-v1.yml
168,3,28,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0306-v1.yml
169,3,29,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0281-v1.yml
170,3,30,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0281-v1.yml
171,3,31,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0281-v1.yml
172,3,32,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0281-v1.yml
173,3,33,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0281-v1.yml
174,3,34,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0281-v1.yml
175,3,35,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0281-v1.yml
176,3,36,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0204-v1.yml
177,3,37,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0204-v1.yml
178,3,38,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0204-v1.yml
179,3,39,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0204-v1.yml
180,3,40,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0204-v1.yml
181,3,41,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0204-v1.yml
