case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
101,3,1,ADV-0172,Salted Legacy,Journeys Through the Radiant Citadel,Wizards of the Coast,13,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0172-v1.yml
102,3,2,ADV-0180,Between Tangled Roots,Journeys Through the Radiant Citadel,Wizards of the Coast,12,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0180-v1.yml
103,3,3,ADV-0189,Tockworth's Clockworks,Keys from the Golden Vault,Wizards of the Coast,16,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0189-v1.yml
104,3,4,ADV-0185,The Murkmire Malevolence,Keys from the Golden Vault,Wizards of the Coast,16,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0185-v1.yml
105,3,5,ADV-0195,Affair on the Concordant Express,Keys from the Golden Vault,Wizards of the Coast,16,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0195-v1.yml
106,3,6,ADV-0197,Fire and Darkness,Keys from the Golden Vault,Wizards of the Coast,13,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0197-v1.yml
107,3,7,ADV-0044,The Golden Acorn Heist,Labyrinth Adventures,Kobold Press,15,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0044-v1.yml
108,3,8,ADV-0042,Chasing the Inferno,Labyrinth Adventures,Kobold Press,16,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0042-v1.yml
109,3,9,ADV-0046,Into Dreamland,Labyrinth Adventures,Kobold Press,14,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0046-v1.yml
110,3,10,ADV-0043,Song of the Void,Labyrinth Adventures,Kobold Press,16,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0043-v1.yml
111,3,11,ADV-0049,In the Court of the Clockwork Queen,Labyrinth Adventures,Kobold Press,16,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0049-v1.yml
112,3,12,ADV-0274,Feeder Trenches,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,3,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0274-v1.yml
113,3,13,ADV-0275,Labyrinth of Eyes,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,4,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0275-v1.yml
114,3,14,ADV-0266,Cragmaw Castle,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,6,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0266-v1.yml
115,3,15,ADV-0271,Crypt of the Talhund,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,11,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0271-v1.yml
116,3,16,ADV-0272,Gibbet Crossing,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,11,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0272-v1.yml
117,3,17,ADV-0269,Zorzula's Rest,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,14,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0269-v1.yml
118,3,18,ADV-0267,Wave Echo Cave,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,11,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0267-v1.yml
119,3,19,ADV-0276,Beyond a Lightless Star,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,32,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,experiments/production-backlog-011/production-backlog-011-gemma-gmpb-adv0276-v1.yml
