case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
120,2,1,ADV-0308,Goldenfields,Storm King's Thunder,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-007/production-backlog-007-qwen-levels-adv0308-v1.yml
121,2,2,ADV-0308,Goldenfields,Storm King's Thunder,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-007/production-backlog-007-qwen-combat-adv0308-v1.yml
122,2,3,ADV-0308,Goldenfields,Storm King's Thunder,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-007/production-backlog-007-qwen-structural-openness-adv0308-v1.yml
123,2,4,ADV-0308,Goldenfields,Storm King's Thunder,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-007/production-backlog-007-qwen-darkness-adv0308-v1.yml
124,2,5,ADV-0308,Goldenfields,Storm King's Thunder,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-007/production-backlog-007-qwen-player-beginner-adv0308-v1.yml
125,2,6,ADV-0308,Goldenfields,Storm King's Thunder,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-007/production-backlog-007-qwen-social-adv0308-v1.yml
126,2,7,ADV-0308,Goldenfields,Storm King's Thunder,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-007/production-backlog-007-qwen-investigation-adv0308-v1.yml
127,2,8,ADV-0047,A Clockwork Mind,Labyrinth Adventures,Kobold Press,19,Levels,levels-v2.1,experiments/production-backlog-007/production-backlog-007-qwen-levels-adv0047-v1.yml
128,2,9,ADV-0047,A Clockwork Mind,Labyrinth Adventures,Kobold Press,19,Combat Emphasis,production-base,experiments/production-backlog-007/production-backlog-007-qwen-combat-adv0047-v1.yml
129,2,10,ADV-0047,A Clockwork Mind,Labyrinth Adventures,Kobold Press,19,Structural Openness,production-base,experiments/production-backlog-007/production-backlog-007-qwen-structural-openness-adv0047-v1.yml
130,2,11,ADV-0047,A Clockwork Mind,Labyrinth Adventures,Kobold Press,19,Darkness / Horror Intensity,production-base,experiments/production-backlog-007/production-backlog-007-qwen-darkness-adv0047-v1.yml
131,2,12,ADV-0047,A Clockwork Mind,Labyrinth Adventures,Kobold Press,19,Player Beginner Suitability,production-base,experiments/production-backlog-007/production-backlog-007-qwen-player-beginner-adv0047-v1.yml
132,2,13,ADV-0047,A Clockwork Mind,Labyrinth Adventures,Kobold Press,19,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-007/production-backlog-007-qwen-social-adv0047-v1.yml
133,2,14,ADV-0047,A Clockwork Mind,Labyrinth Adventures,Kobold Press,19,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-007/production-backlog-007-qwen-investigation-adv0047-v1.yml
134,2,15,ADV-0215,Id Ascendant,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Levels,levels-v2.1,experiments/production-backlog-007/production-backlog-007-qwen-levels-adv0215-v1.yml
135,2,16,ADV-0215,Id Ascendant,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Combat Emphasis,production-base,experiments/production-backlog-007/production-backlog-007-qwen-combat-adv0215-v1.yml
136,2,17,ADV-0215,Id Ascendant,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Structural Openness,production-base,experiments/production-backlog-007/production-backlog-007-qwen-structural-openness-adv0215-v1.yml
137,2,18,ADV-0215,Id Ascendant,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Darkness / Horror Intensity,production-base,experiments/production-backlog-007/production-backlog-007-qwen-darkness-adv0215-v1.yml
138,2,19,ADV-0215,Id Ascendant,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Player Beginner Suitability,production-base,experiments/production-backlog-007/production-backlog-007-qwen-player-beginner-adv0215-v1.yml
139,2,20,ADV-0215,Id Ascendant,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-007/production-backlog-007-qwen-social-adv0215-v1.yml
140,2,21,ADV-0215,Id Ascendant,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-007/production-backlog-007-qwen-investigation-adv0215-v1.yml
141,2,22,ADV-0325,Sargauth Level,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,16,Levels,levels-v2.1,experiments/production-backlog-007/production-backlog-007-qwen-levels-adv0325-v1.yml
142,2,23,ADV-0325,Sargauth Level,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,16,Combat Emphasis,production-base,experiments/production-backlog-007/production-backlog-007-qwen-combat-adv0325-v1.yml
143,2,24,ADV-0325,Sargauth Level,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,16,Structural Openness,production-base,experiments/production-backlog-007/production-backlog-007-qwen-structural-openness-adv0325-v1.yml
144,2,25,ADV-0325,Sargauth Level,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-007/production-backlog-007-qwen-darkness-adv0325-v1.yml
145,2,26,ADV-0325,Sargauth Level,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,16,Player Beginner Suitability,production-base,experiments/production-backlog-007/production-backlog-007-qwen-player-beginner-adv0325-v1.yml
146,2,27,ADV-0325,Sargauth Level,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-007/production-backlog-007-qwen-social-adv0325-v1.yml
147,2,28,ADV-0325,Sargauth Level,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-007/production-backlog-007-qwen-investigation-adv0325-v1.yml
